Departure,Nationality,Destination,Year
Fruxillo,Dutch,Havana,1827
Havana,Dutch,Fruxillo,1827
Fruxillo,Dutch,Vera Cruz,1827
Vera Cruz,Dutch,Havana,1827
Havana,Dutch,Rotterdam,1827
Rotterdam,Dutch,Axim,1827
Elmina,Dutch,Parimaribo,1827
Parimaribo,Dutch,St Eustacius,1828
St Eustacius,Dutch,Parimaribo,1828
Parimaribo,Dutch,Curacao,1828
Curacao,Dutch,St Eustacius,1828
St Maarten,Dutch,Parimaribo,1828
Parimaribo,Dutch,St Eustacius,1828
St Maarten,Dutch,Parimaribo,1829
Parimaribo,Dutch,St Eustacius,1829
St Eustacius,Dutch,Parimaribo,1829
Parimaribo,Dutch,Curacao,1829
Curacao,Dutch,St Eustacius,1829
St Maarten,Dutch,Parimaribo,1829
Parimaribo,Dutch,St Eustacius,1830
St Thomas,Dutch,Curacao,1830
Curacao,Dutch,St Eustacius,1831
St Maarten,Dutch,Parimaribo,1831
Parimaribo,Dutch,St Eustacius,1832
St Eustacius,Dutch,Curacao,1832
Curacao,Dutch,Rotterdam,1832
Rotterdam,Dutch,Batavia,1849
Anjer,Dutch,Sambvangan,1849
Sambvangan,Dutch,Manila,1849
Manila,Dutch,Batavia,1849
Batavia,Dutch,Grise,1849
Pasgeroeang,Dutch,Banjoewangie,1850
Banjoewangie,Dutch,Holland,1850
Nieuwediep,Dutch,Batavia,1834
Goede Rheede,Dutch,Rio de Janeiro,1820
Rio de Janeiro,Dutch,Indische Zee,1820
Torbay,British,Fort Royal, Martinique,1794
Gibraltar,British,Port Royal Jamaica,1802
Jamaica,British,Halifax,1802
Halifax,British,Jamaica,1802
Gravesend,British,Java,1767
Java Head,British,St Helena,1768
Antwerpen,Dutch,Batavia,1824
Batavia,Dutch,Antwerpen,1824
Antwerpen,Dutch,Batavia,1825
Batavia,Dutch,Nagasaki,1825
Nagasaki,Dutch,Batavia,1825
Batavia,Dutch,Antwerpen,1826
Middelburg,Dutch,Ceylon,1786
Batavia,Dutch,Middelburg,1790
Nederland,Dutch,Suriname,1840
Paramaribo,Dutch,Curacao,1841
Curacao,Dutch,Martinique,1841
Martinique,Dutch,Curacao,1841
Curacao,Dutch,Baai Jacomel,1841
Baai Jacomel,Dutch,Jamaica,1841
Jamaica,Dutch,Curacao,1841
Curacao,Dutch,St Maarten,1842
St Maarten,Dutch,Paramaribo,1842
Paramaribo,Dutch,Cayenne,1842
Cayenne,Dutch,Curacao,1842
Curacao,Dutch,La Guayra,1842
La Guayra,Dutch,Curacao,1842
St Martin,Dutch,La Guayra,1842
Curacao,Dutch,St Eustatius,1843
St Eustatius,Dutch,St Martin,1843
St Martin,Dutch,Paramaribo,1843
Paramaribo,Dutch,Curacao,1843
Curacao,Dutch,Paramaribo,1843
Curacao,Dutch,Hellevoetsluis,1844
Hellevoetsluis,Dutch,Parimaribo,1849
Parimaribo,Dutch,Curacao,1849
Curacao,Dutch,Laguaijra,1849
Laguaijra,Dutch,Porto Cabello,1849
Porto Cabello,Dutch,Laguaijra,1849
Curacao,Dutch,Aguadilla,1850
Aguadilla,Dutch,St. Juan de Porte Rico,1850
St. Juan de Porte Rico,Dutch,Curacao,1850
Curacao,Dutch,St Martin,1850
St Martin,Dutch,Paramaribo,1850
St Martin,Dutch,Paramaribo,1850
Paramaribo,Dutch,Curacao,1850
Curaçao,Dutch,St Martin,1850
St Martin,Dutch,Paramaribo,1850
Middelburg,Dutch,St Paolo,1786
El Mina,Dutch,Paramaribo,1787
Paramaribo,Dutch,Middelburg,1787
Middelburg,Dutch,Caap Monte,1788
El Mina,Dutch,Suriname,1789
El Mina,Dutch,Suriname,1789
Suriname,Dutch,Middelburg,1790
Middelburg,Dutch,Elmina,1794
Loango,Dutch,Suriname,1795
Chintsura,Dutch,Batvia,1788
Portland,British,Mocha,1801
Diego Garcia,British,Tamatave, Madagascar,1801
St Mary's ,British,Diego Garcia,1801
Diego Garcia,British,Colombo,1802
Downs ,British,Madras,1795
Madras,British,Prince of Wales Island,1796
Madras,British,Acheen,1801
Pinang,British,Madras,1801
Rammekes,Dutch,Guinnee,1778
Guinnee (Kaap Axim),Dutch,Suriname,1779
Paramaribo,Dutch,Vlissingen,1779
Cracatoa,British,Fort St David Road (Madras),1750
Fort St David Road (Madras),British,Anjango Road,1750
Anjango Road,British,Tillicherry Flag,1750
Tillicherry Flag,British,Bombay Harbour,1750
Tillicherry,British,Madagascar,1751
Marvile Madagascar,British,Fort Dauphin Bay, Madagascar,1751
Dauphin Bay, Madagascar,British,Table Bay,1751
Table Bay,British,UK,1752
Nieuwediep,Dutch,San Salvador,1807
Middelburg,Dutch,Guinea,1753
Netherlands,Dutch,St Andries,1756
Elmina,Dutch,Paramaribo,1757
Paramaribo,Dutch,The Netherlands,1757
The Netherlands,Dutch,Guinea,1759
Elmina,Dutch,Golf van GuineeGuinea,1760
Golf van Guinee,Dutch,The Netherlands,1760
The Netherlands,Dutch,Golf van Guinee,1761
Golf van Guinee,Dutch,The Netherlands,1762
The Netherlands,Dutch,Golf van Guinee,1762
Golf van Guinee,Dutch,The Netherlands,1763
Middelburg,Dutch,Rio Gabon,1764
Rio Gabon,Dutch,St. Thomee,1766
Rio Gabon,Dutch,St.Thomee,1766
St. Thomee,Dutch,Middelburg,1766
Middelburg,Dutch,Gabon,1767
Vlissingen,Dutch,Guinea,1770
Guinea,Dutch,Suriname,1771
Suriname,Dutch,Rammekens,1771
Middelburg,Dutch,Guinee,1772
Guinee,Dutch,Paramaribo,1773
Paramaribo,Dutch,St Maarten,1774
St Maarten,Dutch,Middelburg,1774
Suriname,Dutch,Bergen,1799
Bergen,Dutch,Delfzijl,1800
Batavia,Dutch,Gamron,1755
Gamron,Dutch,Cochin,1755
Rammekens,Dutch,Ceylon,1765
Vlissingen,Dutch,Kaap de Goede Hoop,1792
Amsterdam,Dutch,Suriname,1777
Suriname,Dutch,Amsterdam,1778
St Marie, Isle de Rhee,Dutch,Kaapstad,1802
Kaapstad,Dutch,Batavia,1803
Texel,Dutch,Batavia,1788
Batavia,Dutch,Souratte,1789
Souratte,Dutch,Punte Gale,1790
Colombo,Dutch,Cochin,1790
Souratte,Dutch,Cochin,1790
Punte Gale,Dutch,Batavia,1790
Punte Gale,Dutch,Colombo,1790
Souratte,Dutch,Punte Gale,1790
Middelburg,Dutch,Kaap de Goede Hoop,1791
Vlissingen,Dutch,Guinea,1788
Batavia,Dutch,Cadiz,1781
Batavia,Dutch,Bengalen,1767
Texel,Dutch,Suriname,1756
Middelburg,Dutch,Gulf of Guinea,1751
Gulf of Guinea,Dutch,Middelburg,1752
Middelburg,Dutch,Gulf of Guinea,1753
Eppe,Dutch,Cammeroenes,1754
Gulf of Guinea,Dutch,Middelburg,1755
Middelburg,Dutch,Gulf of Guinea,1756
Gulf of Guinea,Dutch,Suriname,1757
Suriname,Dutch,Middelburg,1757
Middelburg,Dutch,Gulf of Guinea,1762
Gulf of Guinea,Dutch,Suriname,1762
Suriname,Dutch,Curacao,1763
Curacao,Dutch,Middelburg,1763
Middelburg,Dutch,Golf van Guinee,1764
Elmina,Dutch,Suriname,1765
Suriname,Dutch,Curacao,1765
Suriname,Dutch,Middelburg,1765
Plymouth,Dutch,Gulf of Guinea,1767
Axim,Dutch,Paramaribo,1767
Paramaribo,Dutch,Nederland,1768
Nederland,Dutch,Gulf of Guinea,1769
Axim,Dutch,Paramaribo,1769
Paramaribo,Dutch,Vlissingen,1770
Batavia,Dutch,Decima,1772
Texel,Dutch,Kaap de Goede Hoop,1796
Spithead,British,Gibraltar,1753
Gibraltar,British,Fyall (Azores),1753
Fyall (Azores),British,Halifax,1753
Halifax,British,New York,1757
New York,British,Halifax,1757
Halifax,British,Portland England,1757
Lizard,British,Lisbon,1763
Cape St Vincent,British,Lisbon,1763
Lisbon,British,Start Point England,1766
Downs,British,Benkuleu,1804
Penang,British,Long Reach,1805
Portsmouth,British,Bombay,1806
Penang,British,Downs,1807
Ingelee,British,Mocha,1750
Mocha,British,Bombay,1750
Point Palmira,British,UK,1751
Downs,British,Cape of Good Hope,1779
Bengal,British,Downs via St Helena,1780
Java Head,British,Bristol Channel,1784
Portsmouth,British,Anjer Road Java,1792
Java Head,British,Portsmouth,1793
Portsmouth,British,Canton via Australia,1794
Achean Head, Sumatra,British,Motherbank,1795
Nieuwediep,Dutch,Batavia,1842
Banjoewangie,Dutch,Nieuwediep,1843
Nieuwediep,Dutch,Batavia,1844
Batavia,Dutch,Nieuwediep,1844
Nieuwediep,Dutch,Batavia,1847
Batavia,Dutch,Nieuwediep,1847
Nieuwediep,Dutch,Batavia,1848
Banjoewangie,Dutch,Nieuwediep,1849
Nieuwediep,Dutch,Batavia,1850
Batavia,Dutch,Nieuwediep,1850
Swansea,Dutch,Tafelbaai,1851
Tafelbaai,Dutch,Java,1851
Java,Dutch,Nieuwediep,1851
London,Dutch,Adelaide,1852
Adelaide,Dutch,Batavia,1853
Batavia,Dutch,Nieuwediep,1853
Spithead,British,Penang Via Simons Bay,1811
Downs ,British ,Java Head ,1815
Java Head ,British ,Blackwall,1816
Bombay,British,Bengall,1750
Bengall,British,Deptford,1751
Downs,British,Sunda Straight,1823
Java Head,British,Downs,1824
Table Bay,British,Spithead,1774
Torbay,British,St Patrick's Hole, Newfoundland,1777
River of St Lawrence,British,Spithead,1777
Spithead,British,St Jago,1778
Porto Praya,British,St Helena,1778
St Helena,British,Spithead,1778
Spithead,British,Newfoundland,1778
Madeira,British,St Helena,1779
St Helena,British,Spithead,1779
Hellevoetsluis,Dutch,Simonsbaai,1783
Simonsbaai,Dutch,Batavia,1783
Punto Gale,Dutch,Kaap de Goede Hoop,1786
Punto Gale,Dutch,Kaap de Goede Hoop,1786
Kaap de Goede Hoop,Dutch,Nederland,1786
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1786
Coastal,Dutch,,1786
Coastal,Dutch,,1786
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1785
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Coastal,Dutch,,1784
Rotterdam,Dutch,Batavia,1849
Batavia,Dutch,Brouwershaven,1850
Nieuwediep,Dutch,Samarang,1827
Samarang,Dutch,Anjer,1827
Anjer,Dutch,Texel,1827
Spithead,British,Madeira,1771
Madeira,British,Senegal,1772
St Thomas,British,Ascension,1772
Ascension,British,Towards Equator,1772
Spithead,British,Santa Cruz,1773
Santa Cruz,British,Cape Blanco,1773
Cape Blanco,British,Senegal,1773
Senegal,British,Portendie,1774
Senegal,British,Falmouth,1774
St Jago,British,Goree,1775
Sierra Leone,British,St Jago,1775
Teneriffe,British,Gambia,1775
St Thomas (Sao Tome),British,Dominica,1777
Batavia,Dutch,Kaap de Goede Hoop,1772
Middelburg,Dutch,Gulf of Guinea,1769
Gulf of Guinea,Dutch,Paramaribo,1770
Paramaribo,Dutch,Rammekens,1770
Nederland,Dutch,Guinea,1773
Guinea,Dutch,Suriname,1774
Suriname,Dutch,Nederland,1774
Kaap de Goede Hoop,Dutch,De eilanden Dina en Maarseveen,1699
Rammekens,Dutch,Ceylon,1765
Batavia,Dutch,Kaap de Goede Hoop,1770
Kaap de Goede Hoop,Dutch,Batavia,1770
Motherbank,British,Madras,1805
Madras,British,Spithead,1805
Medemblik/Texel,Dutch,Rio de Janeiro,1817
Rio de Janeiro,Dutch,Batavia,1817
Nieuwe Diep,Dutch,Java,1820
Nieuwediep,Dutch,Batavia,1840
Batavia,Dutch,Nieuwediep,1840
Nieuwediep,Dutch,Maregat,1826
Texel,Dutch,Montevideo,1826
Montevideo,Dutch,Valparaiso,1827
Valparaiso,Dutch,Arika,1827
Arika,Dutch,Guayaquil,1827
Guayaquil,Dutch,Paita,1827
Paita,Dutch,Callao,1827
Callao,Dutch,Valparaiso,1827
Valparaiso,Dutch,Arika,1827
Arika,Dutch,Karakokoa,1828
Kauai,Dutch,Macao,1828
Macao,Dutch,Cavita,1828
Manila,Dutch,Macao,1828
Canton,Dutch,Texel,1829
Nederland,Dutch,St George d'Elmina,1846
St George d'Elmina,Dutch,Batavia,1846
Batavia,Dutch,Hellevoetsluis,1846
Texel,Dutch,Batavia,1853
Batavia,Dutch,Texel,1853
Gibraltar,British,Plymouth,1775
Portsmouth,British,Bengal Via Maderia,1809
Simons Bay,British,Madras,1810
Hellevoetsluis,Dutch,Philadelphia,1783
Philadelphia,Dutch,Terveur,1783
Nederland,Dutch,Batavia,1842
Rotterdam,Dutch,New York,1852
New York,Dutch,Rotterdam,1853
Rotterdam,Dutch,Melbourne,1853
Melbourne,Dutch,Batavia,1853
Nederland,Dutch,Curacao,1803
Curacao,Dutch,St Eustatius,1803
St Martijn,Dutch,Bergen,1803
Spithead,British,Boston,1756
Boston,British,Barbados,1756
Barbados,British,Spithead,1756
Spithead,British,Barbados,1756
Anguilla,British,Carlisle Bay,1757
Antigua ,British,England,1759
Teneriffe,British,Senegal,1760
Senegal,British,Goree,1761
Cape Coast,British,Barbados,1761
Plymouth,British,Teneriffe,1761
Jamaica,British,Martinique,1794
Carlisle Bay,British,Woolwich,1797
Table Bay,British,Downs,1799
Downs UK ,British,Bombay,1767
Anjengo,British,Portsmouth,1768
Downs UK,British,Bombay,1770
Bengal,British,Woolwich,1771
Downs,British,Madras,1772
Java Head,British,St Helena,1778
Antigua,British,New York,1780
New York,British,Plymouth,1780
Downs UK,British,Benkuleu via St Helena,1773
Benkulen,British,St Helena,1775
Benkuleu,British,St Helena,1775
Motherbank,British,Bombay via Johanna,1777
Bombay,British,St Helena,1778
Portsmouth,British,Madras via Johanna,1780
Bali,British,St Helena,1781
Cape Good Hope,British,Downs,1787
Rammekens,Dutch,Kaap de Goede Hoop,1790
Texel,Dutch,San Sebastian,1837
Texel,Dutch,San Sebastian,1836
San Sebastian,Dutch,Batavia,1837
San Sebastian,Dutch,Batavia,1837
San Sebastian,Dutch,Batavia,1837
Batavia,Dutch,Texel,1839
Batavia,Dutch,Texel,1839
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Straat Sunda,Dutch,Noordkust Java,1837
Nederland,Dutch,Gulf of Guinea,1764
Gulf of Guinea,Dutch,Nederland,1766
Nederland,Dutch,Gulf of Guinea,1768
Gulf of Guinea,Dutch,Suriname,1769
Suriname,Dutch,Nederland,1770
Nederland,Dutch,Gulf of Guinea,1771
Gulf of Guinea,Dutch,Suriname,1771
Suriname,Dutch,Nederland,1772
Rammekens,Dutch,Colombo,1786
Ramekens,Dutch,Guinea,1787
Vlissingen,Dutch,Suriname,1784
Suriname,Dutch,St Eustatius,1785
St Eustatius,Dutch,Bonaire,1785
Curacao,Dutch,Texel,1785
Nederland,Dutch,Batavia,1840
Straat Bali,Dutch,Nederland,1841
Nederland,Dutch,Batavia,1843
Batavia,Dutch,Zierikzee,1843
